mls_number,price,address,above_grade_bedrooms,below_grade_bedrooms,bathrooms,community_name,land_size,annual_prop_tax
W5837683,"$2,658,880","4 ERIKSDALE RD
Toronto, Ontario M9C2B6","Above Grade
4","Below Grade
1","Total
5","Community Name
Markland Wood","Land Size
37.5 x 109.5 FT ; Irregular As Per Plan","Annual Property Taxes
$7,064.40"
W5837831,"$1,999,888","24 TIMOTHY CRT
Toronto, Ontario M9P3T8","Above Grade
4","Below Grade
1","Total
4","Community Name
Humber Heights","Land Size
30.03 x 122.33 FT ; Pie Shaped (100Ft At Back)","Annual Property Taxes
$7,659.03"
C5838315,"$1,199,000","163 WESTMOUNT AVE
Toronto, Ontario M6E3M6","Above Grade
4",,"Total
3","Community Name
Oakwood Village","Land Size
25.05 x 118.94 FT","Annual Property Taxes
$4,356.52"
W5839101,"$1,599,000","19 SHOCKLEY DR
Toronto, Ontario M9V4Y3","Above Grade
4","Below Grade
2","Total
4","Community Name
Mount Olive-Silverstone-Jamestown","Land Size
45.11 x 143.42 FT","Annual Property Taxes
$4,600"
C5839802,"$2,145,000","12 OTTER CRES
Toronto, Ontario M5N2W2","Above Grade
3",,"Total
2","Community Name
Bedford Park-Nortown","Land Size
44.48 x 105 FT","Annual Property Taxes
$7,570.55"
C5839925,"$8,995,000","171 DUNVEGAN RD
Toronto, Ontario M5P2P1","Above Grade
5","Below Grade
1","Total
8","Community Name
Forest Hill South","Land Size
60 x 168 FT","Annual Property Taxes
$23,457.35"
C5840168,"$4,588,000","48 SHAFTESBURY AVE
Toronto, Ontario M4T1A2","Above Grade
3","Below Grade
1","Total
5","Community Name
Rosedale-Moore Park","Land Size
18.5 x 90 FT","Annual Property Taxes
$0"
W5840524,"$3,499,000","269 FALSTAFF AVE
Toronto, Ontario M6L2G4","Above Grade
4","Below Grade
2","Total
5","Community Name
Maple Leaf","Land Size
50.06 x 263.31 FT ; 263.74 On East Side","Annual Property Taxes
$8,733.23"
C5841634,"$2,298,000","338 HORSHAM AVE
Toronto, Ontario M2R1G6","Above Grade
3",,"Total
2","Community Name
Willowdale West","Land Size
65 x 132 FT ; Regular Lot- Fenced","Annual Property Taxes
$6,572.10"
W5841744,"$1,399,000","731 LANSDOWNE AVE
Toronto, Ontario M6H3Y9","Above Grade
3","Below Grade
1","Total
3","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
20 x 100 FT","Annual Property Taxes
$5,352.47"
W5841746,"$899,000","53 REGENT ST
Toronto, Ontario M6N3N8","Above Grade
2","Below Grade
1","Total
2","Community Name
Keelesdale-Eglinton West","Land Size
45.33 x 115 FT","Annual Property Taxes
$2,850.01"
W5843140,"$1,098,000","44 NORMAN AVE
Toronto, Ontario M6E1G8","Above Grade
4","Below Grade
2","Total
3","Community Name
Corso Italia-Davenport","Land Size
18 x 132 FT","Annual Property Taxes
$3,387.16"
C5843252,"$4,198,000","205 NORTON AVE
Toronto, Ontario M2N4B1","Above Grade
5","Below Grade
1","Total
7","Community Name
Willowdale East","Land Size
50.96 x 158 FT ; Fantastic Dimond Shape Lot, See Survey","Annual Property Taxes
$17,422.39"
C5843324,"$3,180,000","47 LURGAN DR
Toronto, Ontario M2R1K7","Above Grade
4","Below Grade
2","Total
7","Community Name
Willowdale West","Land Size
50 x 175 FT","Annual Property Taxes
$12,069.92"
E5843532,"$999,000","208 CEDARVALE AVE
Toronto, Ontario M4C4K2","Above Grade
3","Below Grade
1","Total
2","Community Name
Woodbine-Lumsden","Land Size
15.27 x 95.62 FT","Annual Property Taxes
$3,380"
C5843671,"$4,580,000","8 SANDFIELD RD
Toronto, Ontario M3B2B6","Above Grade
4","Below Grade
1","Total
4","Community Name
Banbury-Don Mills","Land Size
100 x 162.7 FT","Annual Property Taxes
$15,242.22"
C5844065,"$1,888,000","38 LURGAN DR
Toronto, Ontario M2R1K6","Above Grade
4",,"Total
2","Community Name
Willowdale West","Land Size
50 x 160 FT","Annual Property Taxes
$6,358"
W5844179,"$1,698,000","27 VALIANT RD
Toronto, Ontario M8X1P5","Above Grade
2","Below Grade
1","Total
3","Community Name
Kingsway South","Land Size
42 x 90 FT","Annual Property Taxes
$6,816.20"
C5844206,"$3,188,000","117 CITATION DR
Toronto, Ontario M2K1T3","Above Grade
3",,"Total
3","Community Name
Bayview Village","Land Size
80 x 190.81 FT ; 36.12X43.95X213.26X63.03X166.81 Ft","Annual Property Taxes
$10,648.07"
W5844711,"$899,000","203 BLACKTHORN AVE
Toronto, Ontario M6N3H7","Above Grade
3",,"Total
2","Community Name
Weston-Pellam Park","Land Size
16.98 x 112 FT","Annual Property Taxes
$2,970.08"
W5844879,"$3,889,000","16 RUSCOE CRES
Toronto, Ontario M9P1P3","Above Grade
4",,"Total
6","Community Name
Humber Heights","Land Size
45 x 122.9 FT ; Pie Shaped 57 Feet Wide At The Rear","Annual Property Taxes
$4,878.52"
C5845317,"$7,288,000","3 KNIGHTSWOOD RD
Toronto, Ontario M4N2G9","Above Grade
5","Below Grade
1","Total
7","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
71.63 x 211.65 FT","Annual Property Taxes
$32,734.13"
C5845357,"$1,199,000","109 EDITH DR
Toronto, Ontario M4R1Z4","Above Grade
3",,"Total
1","Community Name
Yonge-Eglinton","Land Size
22.92 x 119.6 FT","Annual Property Taxes
$5,434.63"
W5845398,"$1,049,000","180 ELMHURST DR
Toronto, Ontario M9W2L1","Above Grade
3","Below Grade
2","Total
4","Community Name
Rexdale-Kipling","Land Size
47 x 122 FT","Annual Property Taxes
$3,260.78"
W5845429,"$975,000","187 BARTLETT AVE
Toronto, Ontario M6H3G2","Above Grade
4",,"Total
2","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
18 x 93 FT","Annual Property Taxes
$5,000"
C5845618,"$1,488,000","63 CLEVELAND ST
Toronto, Ontario M4S2W3","Above Grade
2",,"Total
2","Community Name
Mount Pleasant East","Land Size
21.92 x 47.75 FT","Annual Property Taxes
$4,594.15"
W5845830,"$1,849,990","32 ELFORD BLVD
Toronto, Ontario M8Z2L5","Above Grade
3","Below Grade
1","Total
3","Community Name
Stonegate-Queensway","Land Size
60 x 158 FT","Annual Property Taxes
$7,445.80"
C5846946,"$2,780,000","180 GOULDING AVE
Toronto, Ontario M2R2P4","Above Grade
4","Below Grade
2","Total
6","Community Name
Newtonbrook West","Land Size
44 x 132 FT ; Rear: 62.35 Feet","Annual Property Taxes
$11,197.85"
W5846831,"$1,549,000","82 KERSDALE AVE
Toronto, Ontario M6M1E3","Above Grade
3",,"Total
5","Community Name
Keelesdale-Eglinton West","Land Size
25 x 118 FT","Annual Property Taxes
$2,426"
W5846904,"$1,688,000","78 KERSDALE AVE
Toronto, Ontario M6M1E3","Above Grade
3","Below Grade
1","Total
10","Community Name
Keelesdale-Eglinton West","Land Size
25 x 118 FT","Annual Property Taxes
$5,087"
C5847118,"$3,888,800","180 GREENFIELD AVE
Toronto, Ontario M2N3C9","Above Grade
4","Below Grade
1","Total
6","Community Name
Willowdale East","Land Size
50 x 120 FT ; Beautiful Corner Property!","Annual Property Taxes
$16,379.71"
W5847059,"$1,499,000","33 ARBORVIEW CRES
Toronto, Ontario M9W7B3","Above Grade
4","Below Grade
2","Total
4","Community Name
West Humber-Clairville","Land Size
43.36 x 108.41 FT","Annual Property Taxes
$4,815.33"
H4151738,"$2,388,000","371 Rathburn Road
Etobicoke, Ontario M9B2M2","Above Grade
4",,"Total
5",,"Land Size
45 x 122.5|under 1/2 acre","Annual Property Taxes
$4,354.02"
W5847558,"$2,388,000","371 RATHBURN RD
Toronto, Ontario M9B2M2","Above Grade
4",,"Total
5","Community Name
Islington-City Centre West","Land Size
45 x 122.5 FT","Annual Property Taxes
$4,354.02"
C5847751,"$1,499,000","28 NESBITT DR
Toronto, Ontario M4W2G3","Above Grade
2","Below Grade
1","Total
1","Community Name
Leaside","Land Size
42.38 x 100 FT ; Hydro Easement At The Rear Of The Proper","Annual Property Taxes
$6,434"
W5847704,"$948,888","73 FORDWICH CRES
Toronto, Ontario M9W2T6","Above Grade
4",,"Total
1","Community Name
Rexdale-Kipling","Land Size
45 x 122 FT","Annual Property Taxes
$2,938.49"
W5847869,"$999,999","158 FIFTH ST
Toronto, Ontario M8V2Z7","Above Grade
2",,"Total
1","Community Name
New Toronto","Land Size
30 x 118 FT","Annual Property Taxes
$3,316.36"
C5848189,"$12,200,000","46 TEDDINGTON PARK AVE
Toronto, Ontario M4N2C6","Above Grade
5","Below Grade
2","Total
9","Community Name
Lawrence Park North","Land Size
76.57 x 184.25 FT","Annual Property Taxes
$45,512.37"
E5849024,"$1,788,000","40 GUILD HALL DR
Toronto, Ontario M1R3Z9","Above Grade
4","Below Grade
1","Total
4","Community Name
Wexford-Maryvale","Land Size
40 x 127.5 FT","Annual Property Taxes
$5,444.12"
E5849026,"$2,888,888","1467 BIRCHMOUNT RD
Toronto, Ontario M1P2G4","Above Grade
2","Below Grade
1","Total
2","Community Name
Dorset Park","Land Size
69.67 x 189.91 FT","Annual Property Taxes
$4,063.32"
E5849028,"$2,188,888","1467A BIRCHMOUNT RD
Toronto, Ontario M1P2G4","Above Grade
3",,"Total
2","Community Name
Dorset Park","Land Size
50 x 189.91 FT","Annual Property Taxes
$3,854.79"
E5849029,"$1,888,888","1469 BIRCHMOUNT RD
Toronto, Ontario M1P2G4","Above Grade
3","Below Grade
2","Total
2","Community Name
Dorset Park","Land Size
40 x 197 FT","Annual Property Taxes
$3,450.35"
C5849036,"$3,180,000","275 BERKELEY ST
Toronto, Ontario M5A2X3","Above Grade
4",,"Total
4","Community Name
Moss Park","Land Size
29.92 x 51.4 FT","Annual Property Taxes
$7,147.16"
C5849350,"$3,288,000","86 UPPER CANADA DR
Toronto, Ontario M2P1S4","Above Grade
5","Below Grade
2","Total
7","Community Name
St. Andrew-Windfields","Land Size
60 x 150 FT","Annual Property Taxes
$13,841.10"
W5849349,"$2,999,000","62 YORKLEIGH AVE
Toronto, Ontario M9P1Y5","Above Grade
4","Below Grade
1","Total
5","Community Name
Humber Heights","Land Size
95 x 148.5 FT","Annual Property Taxes
$11,548.10"
E5849451,"$950,000","31 NORTH BONNINGTON AVE
Toronto, Ontario M1K1X3","Above Grade
3",,"Total
3","Community Name
Clairlea-Birchmount","Land Size
25 x 149.83 FT","Annual Property Taxes
$4,025.41"
E5849478,"$849,900","50 MALTA ST
Toronto, Ontario M1N2L4","Above Grade
2","Below Grade
1","Total
2","Community Name
Birchcliffe-Cliffside","Land Size
35.07 x 125.17 FT","Annual Property Taxes
$2,995.37"
W5849493,"$1,950,000","2 REDTHORN CRT
Toronto, Ontario M9C3K1","Above Grade
4","Below Grade
1","Total
5","Community Name
Eringate-Centennial-West Deane","Land Size
28 x 133.66 FT ; 28X133.66 X47.60 X 22.03 X 126.191 X 107","Annual Property Taxes
$6,183.45"
C5849965,$1,"15 OLD COLONY RD
Toronto, Ontario M2L2J7","Above Grade
4","Below Grade
1","Total
6","Community Name
St. Andrew-Windfields","Land Size
90 x 230.07 FT ; 90X230Ft South/Private Deep Lot","Annual Property Taxes
$19,000"
40357674,"$998,500","122 WHEATFIELD Road
Etobicoke, Ontario M8V2P8","Above Grade
3",,"Total
2",,"Land Size
under 1/2 acre",
W5850644,"$1,913,888","27 OLDHAM RD
Toronto, Ontario M9A2B8","Above Grade
3",,"Total
3","Community Name
Princess-Rosethorn","Land Size
82.5 x 120 FT","Annual Property Taxes
$6,660.58"
C5851033,"$2,979,000","2420 BAYVIEW AVE
Toronto, Ontario M2L1A3","Above Grade
3","Below Grade
2","Total
4","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
84.42 x 120 FT","Annual Property Taxes
$8,086"
W5851167,"$969,000","15 CLEARBROOKE CIRC
Toronto, Ontario M9W2E2","Above Grade
2","Below Grade
3","Total
2","Community Name
Rexdale-Kipling","Land Size
46 x 112 FT","Annual Property Taxes
$3,216.53"
W5851307,"$1,288,888","2 MUNHALL RD
Toronto, Ontario M9P1P9","Above Grade
4",,"Total
2","Community Name
Humber Heights","Land Size
53 x 104 FT","Annual Property Taxes
$4,676.30"
E5851402,"$2,700,000","88 BELLAMY RD S RD
Toronto, Ontario M1M3P7","Above Grade
4","Below Grade
3","Total
5","Community Name
Cliffcrest","Land Size
50 x 150 FT","Annual Property Taxes
$6,289.59"
C5851442,"$2,418,000","76 BLUE FOREST DR
Toronto, Ontario M3H4W5","Above Grade
4","Below Grade
3","Total
4","Community Name
Bathurst Manor","Land Size
64.35 x 136.46 FT","Annual Property Taxes
$7,027"
C5851591,"$2,180,000","51 ABITIBI AVE
Toronto, Ontario M2M2V3","Above Grade
4","Below Grade
2","Total
4","Community Name
Newtonbrook East","Land Size
39.99 x 122.5 FT","Annual Property Taxes
$5,978.08"
W5851608,"$2,000,000","3131 WESTON RD
Toronto, Ontario M9M2T4","Above Grade
4",,"Total
2","Community Name
Humbermede","Land Size
79.99 x 251.93 FT ; L-Shaped (As Per Deed)","Annual Property Taxes
$5,071"
C5853040,"$8,880,000","23 BEECHWOOD AVE
Toronto, Ontario M2L1J2",,,"Total
0","Community Name
St. Andrew-Windfields","Land Size
100 x 310.28 FT ; Irregular","Annual Property Taxes
$26,410.12"
C5853257,"$3,698,888","37 RIPPLETON RD
Toronto, Ontario M3B1H4","Above Grade
5","Below Grade
2","Total
5","Community Name
Banbury-Don Mills","Land Size
68 x 100 FT ; Backs Onto Park","Annual Property Taxes
$14,167.94"
E5853421,"$1,420,000","22 REIDMOUNT AVE
Toronto, Ontario M1S1B2","Above Grade
4","Below Grade
2","Total
4","Community Name
Agincourt South-Malvern West","Land Size
39.73 x 144.26 FT","Annual Property Taxes
$4,802.70"
W5853893,"$1,898,880","256 THE KINGSWAY RD
Toronto, Ontario M9A3T5","Above Grade
6","Below Grade
2","Total
3","Community Name
Edenbridge-Humber Valley","Land Size
43.4 x 140 FT ; Pt Lt 20, Pl 3009, As In Tb766090; Eto","Annual Property Taxes
$7,790.42"
C5854088,"$3,439,000","80 RISEBROUGH AVE
Toronto, Ontario M2M2E3","Above Grade
5","Below Grade
2","Total
6","Community Name
Newtonbrook East","Land Size
54 x 209 FT","Annual Property Taxes
$12,468.04"
C5854269,"$14,750,000","57 FIFESHIRE RD E
Toronto, Ontario M2L2G7","Above Grade
6","Below Grade
2","Total
11","Community Name
St. Andrew-Windfields","Land Size
105.02 x 180.07 FT","Annual Property Taxes
$44,690.30"
C5854787,"$2,680,000","8 DANIEL COZENS CRT
Toronto, Ontario M2R0A7","Above Grade
4",,"Total
6","Community Name
Newtonbrook West","Land Size
59.35 x 88.62 FT","Annual Property Taxes
$12,322.70"
W5855189,"$6,775,000","3 EDGEHILL RD
Toronto, Ontario M9A4N1","Above Grade
6",,"Total
6","Community Name
Edenbridge-Humber Valley","Land Size
100.72 x 284 FT","Annual Property Taxes
$17,621.60"
W5855307,"$1,999,000","93 CONSTANCE ST
Toronto, Ontario M6R1S7","Above Grade
4",,"Total
3","Community Name
High Park-Swansea","Land Size
30 x 120 FT","Annual Property Taxes
$7,058.69"
W5855530,"$1,289,000","103 WESTHUMBER BLVD
Toronto, Ontario M9W3M9","Above Grade
3","Below Grade
1","Total
3","Community Name
West Humber-Clairville","Land Size
50 x 110 FT","Annual Property Taxes
$3,320"
W5855712,"$2,199,000","23 FIFTH ST
Toronto, Ontario M8V2Z1","Above Grade
3","Below Grade
1","Total
4","Community Name
New Toronto","Land Size
25 x 123 FT","Annual Property Taxes
$6,925.99"
W5855823,"$1,699,000","21 DAVISTOW CRES
Toronto, Ontario M9V3E8","Above Grade
3","Below Grade
3","Total
4","Community Name
Mount Olive-Silverstone-Jamestown","Land Size
55.42 x 100 FT","Annual Property Taxes
$3,430.01"
C5855995,"$2,780,000","135 HORSHAM AVE
Toronto, Ontario M2N2A3","Above Grade
4","Below Grade
2","Total
6","Community Name
Willowdale West","Land Size
56.5 x 132.41 FT","Annual Property Taxes
$10,938.70"
W5856292,"$1,399,000","84 WESTHEAD RD
Toronto, Ontario M8W4S3","Above Grade
3","Below Grade
1","Total
2","Community Name
Alderwood","Land Size
40.14 x 128.37 FT ; Irregular","Annual Property Taxes
$3,968.54"
C5856566,"$4,099,900","6 FAIRLEIGH CRES
Toronto, Ontario M6C3R8","Above Grade
5","Below Grade
2","Total
7","Community Name
Forest Hill North","Land Size
35 x 105.79 FT","Annual Property Taxes
$8,354.62"
E5856807,"$999,999","39 HERTLE AVE
Toronto, Ontario M4L2T3","Above Grade
3",,"Total
1","Community Name
Greenwood-Coxwell","Land Size
20.37 x 100 FT","Annual Property Taxes
$4,271.87"
W5856796,"$999,000","30 THIRTY EIGHTH ST
Toronto, Ontario M8W3L9","Above Grade
3",,"Total
4","Community Name
Long Branch","Land Size
25 x 132 FT","Annual Property Taxes
$7,790.42"
C5856864,"$1,988,000","52 WEDGEWOOD DR
Toronto, Ontario M2M2H5","Above Grade
3","Below Grade
1","Total
2","Community Name
Newtonbrook East","Land Size
55 x 216 FT","Annual Property Taxes
$7,829.62"
C5857978,"$5,780,000","185 FENN AVE
Toronto, Ontario M2P1Y1","Above Grade
4","Below Grade
1","Total
7","Community Name
St. Andrew-Windfields","Land Size
55 x 110 FT","Annual Property Taxes
$0"
C5858103,"$6,298,000","24 FOREST RIDGE DR
Toronto, Ontario M6B1H3","Above Grade
4","Below Grade
1","Total
7","Community Name
Forest Hill North","Land Size
50 x 121 FT","Annual Property Taxes
$20,082.80"
E5858125,"$1,989,000","168 OAK PARK AVE
Toronto, Ontario M4C4M8","Above Grade
3","Below Grade
2","Total
5","Community Name
Woodbine-Lumsden","Land Size
23 x 100.38 FT","Annual Property Taxes
$2,559.33"
C5858648,"$1,668,800","159 COCKSFIELD AVE
Toronto, Ontario M3H3T4","Above Grade
4","Below Grade
2","Total
4","Community Name
Bathurst Manor","Land Size
59.44 x 154.15 FT","Annual Property Taxes
$7,513.69"
C5858900,"$3,595,000","374 SPADINA RD
Toronto, Ontario M5P2V8","Above Grade
4","Below Grade
1","Total
6","Community Name
Forest Hill South","Land Size
27 x 120 FT","Annual Property Taxes
$6,452.04"
C5859036,"$23,880,000","45 BAYVIEW RDGE
Toronto, Ontario M2L1E3","Above Grade
6","Below Grade
2","Total
10","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
235.07 x 666.66 FT|2 - 4.99 acres","Annual Property Taxes
$73,578.18"
C5859060,"$1,629,900","41 WADDINGTON CRES N
Toronto, Ontario M2J2Z9","Above Grade
4","Below Grade
1","Total
4","Community Name
Don Valley Village","Land Size
55 x 110 FT","Annual Property Taxes
$5,579.97"
E5858988,"$1,550,000","118 SYLVAN AVE
Toronto, Ontario M1M1K3","Above Grade
3","Below Grade
2","Total
4","Community Name
Scarborough Village","Land Size
56 x 200.58 FT","Annual Property Taxes
$3,892.71"
W5859132,"$1,399,999","395 MURRAY ROSS PKWY
Toronto, Ontario M3J3P1","Above Grade
7","Below Grade
3","Total
5","Community Name
York University Heights","Land Size
20 x 100 FT","Annual Property Taxes
$4,700"
W5859183,"$1,395,000","3 HERZBERG GDNS
Toronto, Ontario M3J3P5","Above Grade
9","Below Grade
3","Total
6","Community Name
York University Heights","Land Size
94.33 x 24.15 FT","Annual Property Taxes
$5,757"
C5859700,"$2,349,000","385 BROOKE AVE
Toronto, Ontario M5M2L5","Above Grade
3","Below Grade
1","Total
2","Community Name
Bedford Park-Nortown","Land Size
50.17 x 132.09 FT","Annual Property Taxes
$7,527.69"
W5859661,"$999,000","60 THISTLE DOWN BLVD
Toronto, Ontario M9V1H9","Above Grade
3","Below Grade
3","Total
2","Community Name
Thistletown-Beaumonde Heights","Land Size
29.99 x 120 FT","Annual Property Taxes
$2,913.21"
C5859935,"$1,750,000","381 LAWRENCE AVE
Toronto, Ontario M5M1B9","Above Grade
3","Below Grade
2","Total
2","Community Name
Bedford Park-Nortown","Land Size
44 x 105 FT","Annual Property Taxes
$4,839.62"
C5860223,"$2,950,000","14 GRANGE AVE
Toronto, Ontario M5T1C7","Above Grade
2",,"Total
2","Community Name
Kensington-Chinatown","Land Size
32.75 x 160 FT","Annual Property Taxes
$4,129.29"
C5858900,"$3,595,000","374 SPADINA RD
Toronto, Ontario M5P2V8","Above Grade
4","Below Grade
1","Total
6","Community Name
Forest Hill South","Land Size
27 x 120 FT","Annual Property Taxes
$6,452.04"
C5859036,"$23,880,000","45 BAYVIEW RDGE
Toronto, Ontario M2L1E3","Above Grade
6","Below Grade
2","Total
10","Community Name
Bridle Path-Sunnybrook-York Mills","Land Size
235.07 x 666.66 FT|2 - 4.99 acres","Annual Property Taxes
$73,578.18"
C5859060,"$1,629,900","41 WADDINGTON CRES N
Toronto, Ontario M2J2Z9","Above Grade
4","Below Grade
1","Total
4","Community Name
Don Valley Village","Land Size
55 x 110 FT","Annual Property Taxes
$5,579.97"
E5858988,"$1,550,000","118 SYLVAN AVE
Toronto, Ontario M1M1K3","Above Grade
3","Below Grade
2","Total
4","Community Name
Scarborough Village","Land Size
56 x 200.58 FT","Annual Property Taxes
$3,892.71"
W5859132,"$1,399,999","395 MURRAY ROSS PKWY
Toronto, Ontario M3J3P1","Above Grade
7","Below Grade
3","Total
5","Community Name
York University Heights","Land Size
20 x 100 FT","Annual Property Taxes
$4,700"
W5859183,"$1,395,000","3 HERZBERG GDNS
Toronto, Ontario M3J3P5","Above Grade
9","Below Grade
3","Total
6","Community Name
York University Heights","Land Size
94.33 x 24.15 FT","Annual Property Taxes
$5,757"
C5859700,"$2,349,000","385 BROOKE AVE
Toronto, Ontario M5M2L5","Above Grade
3","Below Grade
1","Total
2","Community Name
Bedford Park-Nortown","Land Size
50.17 x 132.09 FT","Annual Property Taxes
$7,527.69"
W5859661,"$999,000","60 THISTLE DOWN BLVD
Toronto, Ontario M9V1H9","Above Grade
3","Below Grade
3","Total
2","Community Name
Thistletown-Beaumonde Heights","Land Size
29.99 x 120 FT","Annual Property Taxes
$2,913.21"
C5859935,"$1,750,000","381 LAWRENCE AVE
Toronto, Ontario M5M1B9","Above Grade
3","Below Grade
2","Total
2","Community Name
Bedford Park-Nortown","Land Size
44 x 105 FT","Annual Property Taxes
$4,839.62"
C5860223,"$2,950,000","14 GRANGE AVE
Toronto, Ontario M5T1C7","Above Grade
2",,"Total
2","Community Name
Kensington-Chinatown","Land Size
32.75 x 160 FT","Annual Property Taxes
$4,129.29"
E5860370,"$1,599,000","87 BONACRES AVE
Toronto, Ontario M1C3B8","Above Grade
4",,"Total
5","Community Name
Centennial Scarborough","Land Size
56.15 x 114.1 FT ; Irregular","Annual Property Taxes
$5,359"
W5860471,"$1,389,999","37 HELLENSFIELD CRES
Toronto, Ontario M9C5E5","Above Grade
3",,"Total
4","Community Name
Eringate-Centennial-West Deane","Land Size
32 x 90.22 FT","Annual Property Taxes
$4,505"
W5860665,"$1,249,900","4 SHERMAN CRT
Toronto, Ontario M3M1P3","Above Grade
3",,"Total
2","Community Name
Downsview-Roding-CFB","Land Size
52 x 110 FT ; Pie Shaped - Irregular - 86.35 Rear","Annual Property Taxes
$4,031.73"
C5860771,"$1,599,000","349 ELLERSLIE AVE W
Toronto, Ontario M2R1B8","Above Grade
3",,"Total
2","Community Name
Willowdale West","Land Size
60 x 110 FT","Annual Property Taxes
$5,444"
E5860908,"$949,000","99 PONDTAIL DR
Toronto, Ontario M1V1Z3","Above Grade
3","Below Grade
2","Total
3","Community Name
Milliken","Land Size
25 x 110 FT","Annual Property Taxes
$3,000"
C5861288,"$1,538,000","924 WILLOWDALE AVE
Toronto, Ontario M2M3C1","Above Grade
3","Below Grade
4","Total
4","Community Name
Willowdale East","Land Size
50 x 120 FT ; Close To Yonge/Finch-Potential Income","Annual Property Taxes
$6,060.24"
C5861390,"$1,400,000","99 LIPPINCOTT ST
Toronto, Ontario M5S2P2","Above Grade
3","Below Grade
3","Total
2","Community Name
University","Land Size
13.5 x 137.33 FT ; Lot Dimensions As Per Mpac","Annual Property Taxes
$5,566.33"
C5861532,"$4,688,000","238 HILLCREST AVE
Toronto, Ontario M2N3P2","Above Grade
4","Below Grade
1","Total
7","Community Name
Willowdale East","Land Size
50 x 133 FT ; Regular Lot!Deck,Patio,Fence In Backyard","Annual Property Taxes
$18,632"
C5861649,"$1,149,000","25 REGATTA CRES
Toronto, Ontario M2R2X7","Above Grade
4","Below Grade
4","Total
4","Community Name
Newtonbrook West","Land Size
30 x 120 FT","Annual Property Taxes
$4,000"
E5861580,"$2,388,000","449 GUILDWOOD PKWY
Toronto, Ontario M1E1R3","Above Grade
3","Below Grade
1","Total
3","Community Name
Guildwood","Land Size
150.82 FT ; Irregular","Annual Property Taxes
$8,064"
C5861761,"$2,490,000","9 WARING CRT
Toronto, Ontario M2N4G6","Above Grade
4",,"Total
3","Community Name
Willowdale East","Land Size
52 x 115 FT ; South/Quiet Court-Decked/Additional Area","Annual Property Taxes
$8,047.04"
C5861802,"$3,590,000","171 RUMSEY RD
Toronto, Ontario M4G1P4","Above Grade
4","Below Grade
1","Total
5","Community Name
Leaside","Land Size
28 x 134 FT","Annual Property Taxes
$0"
W5861769,"$3,048,000","84 YORKVIEW DR
Toronto, Ontario M8Z2G2","Above Grade
4","Below Grade
1","Total
5","Community Name
Stonegate-Queensway","Land Size
40 x 133 FT","Annual Property Taxes
$4,151.80"
C5861950,"$3,995,000","74 DALE AVE
Toronto, Ontario M4W1K9","Above Grade
5","Below Grade
1","Total
5","Community Name
Rosedale-Moore Park","Land Size
32 x 90 FT","Annual Property Taxes
$19,639.37"
C5862370,"$1,889,000","100 CRESTHAVEN DR
Toronto, Ontario M2H1M6","Above Grade
3","Below Grade
2","Total
3","Community Name
Hillcrest Village","Land Size
80.56 x 117 FT ; Ease Of Part 449,66-R-2047 Twp Of York","Annual Property Taxes
$8,101.38"
C5862616,"$2,980,000","283 BROADWAY AVE
Toronto, Ontario M4P1W4","Above Grade
4","Below Grade
1","Total
4","Community Name
Mount Pleasant East","Land Size
23.03 x 124.15 FT","Annual Property Taxes
$6,148.71"
W5862637,"$1,495,000","11 TOTHILL RD
Toronto, Ontario M9L1H8","Above Grade
3","Below Grade
1","Total
2","Community Name
Humber Summit","Land Size
50 x 116.83 FT ; **Toronto (N York), City Of Toronto","Annual Property Taxes
$3,595.70"
C5862763,"$2,795,000","9 FENNINGS ST
Toronto, Ontario M6J3B9","Above Grade
3","Below Grade
1","Total
5","Community Name
Trinity-Bellwoods","Land Size
25 x 125 FT","Annual Property Taxes
$7,153.48"
C5863007,"$3,749,000","348 BETTY ANN DR
Toronto, Ontario M2R1B3","Above Grade
4","Below Grade
2","Total
6","Community Name
Willowdale West","Land Size
55 x 130 FT ; Backing Onto The Park!","Annual Property Taxes
$16,000 (CAD)"
W5862935,"$1,499,000","148 ESSEX ST
Toronto, Ontario M6G1T5","Above Grade
5",,"Total
3","Community Name
Dovercourt-Wallace Emerson-Junction","Land Size
17.66 x 92.26 FT","Annual Property Taxes
$4,943"
C5863356,"$3,888,888","241 WATERLOO AVE
Toronto, Ontario M3H3Z5","Above Grade
4","Below Grade
1","Total
7","Community Name
Bathurst Manor","Land Size
60.01 x 128.27 FT","Annual Property Taxes
$0"
W5863479,"$1,499,000","462 RATHBURN RD
Toronto, Ontario M9C3S8","Above Grade
3","Below Grade
2","Total
4","Community Name
Etobicoke West Mall","Land Size
59.06 x 125 FT","Annual Property Taxes
$3,760"
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
C5862370,"$1,889,000","100 CRESTHAVEN DR
Toronto, Ontario M2H1M6","Above Grade
3","Below Grade
2","Total
3","Community Name
Hillcrest Village","Land Size
80.56 x 117 FT ; Ease Of Part 449,66-R-2047 Twp Of York","Annual Property Taxes
$8,101.38"
